order,recipe,cost,price,order_time,finish_time,iteration
14,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,64,76,4
15,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,66,78,4
16,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,67,79,4
17,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,71,83,4
18,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,72,84,4
19,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,80,92,4
20,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,85,97,4
21,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,89,101,4
22,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,99,111,4
23,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,100,112,4
24,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,107,119,4
25,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,108,120,4
26,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,111,123,4
27,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,113,125,4
28,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,114,126,4
29,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,126,138,4
30,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,127,139,4
31,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,128,140,4
32,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,133,145,4
33,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,141,153,4
34,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,147,159,4
35,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,159,171,4
36,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,160,172,4
37,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,168,180,4
38,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,171,183,4
39,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,178,190,4
40,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,180,192,4
41,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,185,197,4
42,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,192,204,4
43,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,195,207,4
44,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,197,209,4
45,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,199,211,4
46,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,212,224,4
47,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,215,227,4
48,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,217,229,4
49,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,219,231,4
50,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,235,247,4
51,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,235,247,4
52,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,247,259,4
53,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,248,260,4
54,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,263,275,4
55,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,298,310,4
56,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,306,318,4
57,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,308,320,4
58,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,316,328,4
59,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,317,329,4
60,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,318,330,4
61,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,319,331,4
62,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,321,333,4
63,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,323,335,4
64,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,334,346,4
65,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,338,350,4
66,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,341,353,4
67,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,344,356,4
68,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,346,358,4
69,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,352,364,4
70,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,358,370,4
71,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,366,378,4
72,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,371,383,4
73,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,381,393,4
74,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,384,396,4
75,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,398,410,4
76,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,399,411,4
77,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,403,415,4
78,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,404,416,4
79,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,405,417,4
80,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,406,418,4
81,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,408,422,4
82,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,410,423,4
83,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,417,429,4
84,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,424,436,4
85,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,428,440,4
86,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,437,449,4
87,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,442,454,4
88,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,455,467,4
89,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,455,467,4
90,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,461,473,4
91,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,467,479,4
92,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,467,479,4
1,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,0,12,5
2,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,2,14,5
3,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,7,19,5
4,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,18,30,5
5,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,33,45,5
6,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,33,45,5
7,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,40,52,5
8,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,41,53,5
9,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,51,63,5
10,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,54,66,5
11,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,67,79,5
12,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,84,96,5
13,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,88,100,5
14,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,90,102,5
15,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,95,107,5
16,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,97,109,5
17,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,101,113,5
18,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,105,117,5
19,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,107,119,5
20,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,109,121,5
21,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,118,130,5
22,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,119,131,5
23,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,125,137,5
24,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,141,153,5
25,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,142,154,5
26,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,144,156,5
27,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,149,161,5
28,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,153,165,5
29,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,154,166,5
30,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,158,170,5
31,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,162,174,5
32,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,175,187,5
33,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,184,196,5
34,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,201,213,5
35,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,203,215,5
36,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,216,228,5
37,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,223,235,5
38,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,228,240,5
39,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,233,245,5
40,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,234,246,5
41,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,238,250,5
42,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,238,250,5
43,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,239,251,5
44,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,241,253,5
45,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,243,255,5
46,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,245,257,5
47,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,246,258,5
48,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,249,262,5
49,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,252,264,5
50,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,255,267,5
51,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,262,274,5
52,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,263,275,5
53,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,264,276,5
54,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,267,279,5
55,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,278,290,5
56,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,279,291,5
57,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,289,301,5
58,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,290,302,5
59,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,294,306,5
60,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,306,318,5
61,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,307,319,5
62,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,308,320,5
63,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,309,321,5
64,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,327,339,5
65,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,328,340,5
66,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,335,347,5
67,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,341,353,5
68,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,343,355,5
69,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,353,365,5
70,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,355,367,5
71,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,355,367,5
72,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,358,370,5
73,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,359,371,5
74,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,366,378,5
75,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,369,381,5
76,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,381,393,5
77,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,393,405,5
78,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,398,410,5
79,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,401,413,5
80,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,418,430,5
81,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,420,432,5
