order,recipe,cost,price,order_time,finish_time,iteration
83,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,391,406,1
84,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,399,417,1
85,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,400,418,1
86,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,412,424,1
87,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,414,429,1
88,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,416,430,1
89,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,429,441,1
90,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,431,443,1
91,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,432,444,1
92,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,437,453,1
93,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,441,455,1
94,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,445,457,1
95,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,446,465,1
96,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,447,467,1
97,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,449,469,1
98,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,455,477,1
1,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,4,16,2
2,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,6,18,2
3,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,7,19,2
4,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,9,21,2
5,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,19,31,2
6,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,20,32,2
7,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,30,42,2
8,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,30,42,2
9,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,32,44,2
10,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,45,57,2
11,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,47,59,2
12,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,50,62,2
13,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,54,66,2
14,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,65,77,2
15,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,69,81,2
16,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,71,83,2
17,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,72,84,2
18,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,79,91,2
19,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,83,95,2
20,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,86,98,2
21,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,89,101,2
22,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,106,118,2
23,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,125,137,2
24,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,126,138,2
25,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,127,139,2
26,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,131,143,2
27,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,134,149,2
28,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,135,150,2
29,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,141,153,2
30,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,149,161,2
31,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,152,164,2
32,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,162,174,2
33,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,164,176,2
34,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,166,178,2
35,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,174,186,2
36,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,188,200,2
37,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,192,204,2
38,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,195,207,2
39,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,196,208,2
40,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,199,212,2
41,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,200,216,2
42,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,201,219,2
43,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,212,224,2
44,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,215,227,2
45,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,224,236,2
46,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,232,244,2
47,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,244,256,2
48,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,247,259,2
49,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,247,259,2
50,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,257,269,2
51,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,260,272,2
52,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,285,297,2
53,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,288,300,2
54,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,290,302,2
55,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,298,310,2
56,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,302,314,2
57,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,303,315,2
58,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,310,322,2
59,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,315,327,2
60,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,317,329,2
61,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,327,339,2
62,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,329,341,2
63,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,330,342,2
64,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,339,351,2
65,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,344,356,2
66,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,344,356,2
67,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,350,362,2
68,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,355,367,2
69,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,357,369,2
70,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,365,377,2
71,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,367,379,2
72,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,369,381,2
73,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,369,381,2
74,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,371,389,2
75,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,372,391,2
76,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,379,393,2
77,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,383,395,2
78,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,396,408,2
79,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,400,412,2
80,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,403,415,2
81,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,405,417,2
82,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,405,420,2
83,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,406,424,2
84,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,409,427,2
85,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,415,429,2
86,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,417,432,2
87,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,430,442,2
88,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,432,444,2
89,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,435,447,2
90,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,436,448,2
91,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,442,454,2
92,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,460,472,2
93,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,463,475,2
94,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,465,477,2
1,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,3,15,3
2,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,4,16,3
3,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,8,20,3
4,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,11,23,3
5,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,12,24,3
6,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,21,33,3
7,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,31,43,3
8,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,36,48,3
9,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,37,49,3
10,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,50,62,3
11,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,52,64,3
12,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,53,65,3
13,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,58,70,3
14,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,63,75,3
15,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,73,85,3
16,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,78,90,3
17,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,81,93,3
18,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,85,97,3
19,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,90,102,3
20,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,103,115,3
21,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,104,116,3
22,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,108,120,3
23,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,108,120,3
24,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,113,125,3
25,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,116,128,3
26,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,121,133,3
27,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,121,133,3
28,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,123,135,3
29,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,125,137,3
30,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,128,140,3
31,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,133,145,3
32,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,137,149,3
33,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,139,151,3
34,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,140,152,3
35,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,144,156,3
36,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,144,157,3
37,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,161,173,3
38,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,170,182,3
39,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,170,182,3
40,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,172,184,3
41,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,180,192,3
42,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,182,194,3
43,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,182,194,3
44,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,186,198,3
45,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,189,201,3
46,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,190,204,3
47,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,203,215,3
48,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,220,232,3
49,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,230,242,3
50,"{'flour': 7, 'salt': 0.17, 'yeast': 0.07, 'water': 4.75, 'olive_oil': 0.125, 'sauce': 6, 'cheese': 6}",5.09,8.0,231,243,3
